claim_id,worker_id,city,zone,date,claim_type,inactive_hours,payout_amount,rainfall_mm,aqi,temperature_c,gps_consistent,activity_coherent,timing_correlated,device_clean,confidence_score,is_legitimate,status
CLM-101133,GK-10076,Mumbai,Dadar,2025-11-04,Severe AQI,7.7,407.44,10.0,82,31.6,True,True,True,True,81,True,approved
CLM-101134,GK-10439,Mumbai,Powai,2026-01-17,Heavy Rainfall,4.8,379.2,0.0,245,28.6,True,True,True,True,82,True,approved
CLM-101135,GK-11197,Mumbai,Borivali,2025-11-01,Extreme Heat,6.1,471.49,35.2,125,32.7,False,False,False,True,55,False,review
CLM-101136,GK-10525,Delhi,Rohini,2026-01-24,Severe AQI,6.4,570.93,0.0,424,38.9,True,True,True,True,100,True,approved
CLM-101137,GK-11356,Mumbai,Goregaon,2026-01-17,Civic Disruption,8.4,251.67,0.0,87,26.1,True,True,True,True,84,True,approved
CLM-101138,GK-10851,Mumbai,Bandra,2025-11-07,Civic Disruption,6.7,226.52,0.0,22,32.7,False,False,True,False,47,False,rejected
CLM-101139,GK-11211,Chennai,T. Nagar,2025-11-28,Extreme Heat,3.5,178.54,32.9,65,29.9,True,True,True,True,100,True,approved
CLM-101140,GK-11216,Delhi,Karol Bagh,2025-11-08,Severe AQI,5.0,283.68,0.0,410,43.3,True,True,True,True,100,True,approved
CLM-101141,GK-11717,Chennai,T. Nagar,2026-01-19,Flooding,3.6,122.98,0.0,84,30.6,True,False,True,True,61,False,review
CLM-101142,GK-10743,Delhi,Rohini,2025-11-18,Civic Disruption,7.4,457.73,1.1,338,27.8,True,True,True,True,100,True,approved
CLM-101143,GK-10467,Delhi,Karol Bagh,2025-11-09,Civic Disruption,9.2,389.91,0.0,99,32.4,False,False,False,False,28,False,rejected
CLM-101144,GK-10884,Mumbai,Goregaon,2025-12-05,Extreme Heat,7.4,362.85,0.0,98,25.3,False,True,True,True,61,True,review
CLM-101145,GK-10422,Chennai,T. Nagar,2025-12-23,Heavy Rainfall,9.6,799.25,33.3,123,26.9,True,True,True,True,100,True,approved
CLM-101146,GK-10397,Delhi,Dwarka,2025-12-12,Severe AQI,5.7,398.25,0.0,437,17.8,True,True,True,True,100,True,approved
CLM-101147,GK-10665,Chennai,Sholinganallur,2025-10-12,Heavy Rainfall,8.6,731.79,60.0,87,37.1,False,True,True,True,82,True,approved
CLM-101148,GK-10191,Chennai,Mylapore,2025-11-06,Heavy Rainfall,4.1,160.32,64.7,68,36.6,True,True,True,True,100,True,approved
CLM-101149,GK-10512,Chennai,Tambaram,2026-02-10,Flooding,4.0,171.55,0.0,196,23.3,True,False,True,False,60,False,review
CLM-101150,GK-11851,Chennai,Adyar,2025-12-22,Flooding,8.5,623.86,47.7,98,32.5,True,True,False,True,90,True,approved
CLM-101151,GK-11648,Delhi,Chandni Chowk,2025-12-15,Severe AQI,3.4,196.0,0.0,369,33.9,True,True,True,True,100,True,approved
CLM-101152,GK-11123,Delhi,Karol Bagh,2026-01-20,Severe AQI,4.9,426.43,0.0,370,36.2,True,True,True,True,100,True,approved
CLM-101153,GK-11056,Delhi,Saket,2025-12-13,Severe AQI,9.7,292.45,0.0,435,18.0,True,True,True,True,100,True,approved
CLM-101154,GK-11460,Chennai,Anna Nagar,2025-11-27,Extreme Heat,10.0,490.47,0.0,202,31.6,False,False,False,False,26,False,rejected
CLM-101155,GK-11248,Chennai,Anna Nagar,2026-02-09,Civic Disruption,4.5,264.69,1.6,176,20.6,False,False,False,False,22,False,rejected
CLM-101156,GK-11756,Delhi,Chandni Chowk,2025-10-21,Extreme Heat,3.9,154.04,0.0,73,45.2,True,True,True,True,100,True,approved
CLM-101157,GK-11777,Chennai,Adyar,2025-12-09,Flooding,8.4,541.48,68.6,214,31.1,True,True,True,True,100,True,approved
CLM-101158,GK-10578,Mumbai,Malad,2026-01-11,Heavy Rainfall,6.4,281.08,0.0,116,23.2,True,True,True,True,81,True,approved
CLM-101159,GK-11344,Chennai,Chromepet,2025-10-26,Heavy Rainfall,6.6,364.31,50.0,166,29.8,True,True,True,True,100,True,approved
CLM-101160,GK-10999,Mumbai,Malad,2026-01-23,Severe AQI,5.5,154.68,19.3,359,25.9,False,True,True,False,75,False,review
CLM-101161,GK-10913,Chennai,Mylapore,2025-12-01,Heavy Rainfall,3.0,125.58,41.1,214,25.9,True,True,True,True,100,True,approved
CLM-101162,GK-11552,Mumbai,Andheri,2025-11-12,Heavy Rainfall,7.2,246.35,0.0,134,27.4,True,True,True,True,82,True,approved
CLM-101163,GK-11460,Chennai,Anna Nagar,2025-10-20,Flooding,6.8,333.52,63.8,160,37.1,True,True,True,True,100,True,approved
CLM-101164,GK-10645,Chennai,Velachery,2025-12-29,Flooding,9.7,290.95,70.7,81,31.2,True,True,False,True,88,True,approved
CLM-101165,GK-11503,Mumbai,Bandra,2025-12-14,Flooding,4.7,158.32,53.2,104,28.7,True,True,True,True,100,True,approved
CLM-101166,GK-10109,Mumbai,Navi Mumbai,2025-11-07,Civic Disruption,6.8,289.5,0.0,191,36.4,True,True,True,True,75,True,review
CLM-101167,GK-10052,Delhi,Saket,2025-10-10,Extreme Heat,7.4,249.53,0.0,108,43.4,True,True,True,True,100,True,approved
CLM-101168,GK-10566,Chennai,Anna Nagar,2025-12-12,Heavy Rainfall,6.4,143.18,80.1,154,31.9,True,True,True,True,100,True,approved
CLM-101169,GK-10692,Chennai,Adyar,2026-02-26,Flooding,5.2,250.0,0.9,94,30.6,False,True,False,True,57,False,review
CLM-101170,GK-10248,Mumbai,Goregaon,2025-12-03,Civic Disruption,3.4,124.18,0.0,169,21.6,True,True,True,True,79,True,review
CLM-101171,GK-10174,Mumbai,Navi Mumbai,2026-01-23,Severe AQI,6.2,184.95,19.3,359,25.9,True,True,True,True,100,True,approved
CLM-101172,GK-11492,Delhi,Janakpuri,2025-12-15,Severe AQI,7.5,314.9,0.0,500,21.7,True,True,True,True,100,True,approved
CLM-101173,GK-11228,Mumbai,Dadar,2025-11-13,Flooding,7.4,300.32,30.9,151,32.1,True,True,True,True,100,True,approved
CLM-101174,GK-10016,Delhi,Chandni Chowk,2025-11-08,Severe AQI,8.1,438.47,0.0,434,44.4,True,True,True,True,100,True,approved
CLM-101175,GK-11372,Mumbai,Malad,2026-02-13,Heavy Rainfall,7.8,541.26,0.0,128,27.6,True,True,True,True,83,True,approved
CLM-101176,GK-10655,Mumbai,Thane,2026-03-22,Flooding,4.8,187.76,0.0,126,33.3,True,False,False,True,49,True,rejected
CLM-101177,GK-10465,Delhi,Dwarka,2026-01-18,Severe AQI,4.2,206.83,0.0,477,29.4,True,True,True,True,100,True,approved
CLM-101178,GK-11113,Delhi,Saket,2025-12-20,Severe AQI,8.8,254.68,0.0,398,28.1,True,True,True,True,100,True,approved
CLM-101179,GK-11845,Delhi,Pitampura,2026-03-26,Severe AQI,7.9,382.95,0.0,61,34.6,True,True,False,False,60,False,review
CLM-101180,GK-11078,Mumbai,Malad,2025-11-09,Civic Disruption,5.6,428.61,0.0,130,29.8,False,True,False,True,53,False,review
CLM-101181,GK-10256,Chennai,Anna Nagar,2025-10-28,Extreme Heat,5.9,294.54,37.1,120,31.5,True,False,True,True,87,True,approved
CLM-101182,GK-11556,Delhi,Janakpuri,2025-12-28,Civic Disruption,3.9,197.45,0.0,315,28.2,True,True,False,True,87,True,approved
CLM-101183,GK-10422,Chennai,T. Nagar,2025-11-28,Civic Disruption,7.7,641.06,32.9,65,29.9,True,True,True,True,100,True,approved
CLM-101184,GK-11420,Chennai,Tambaram,2025-11-23,Heavy Rainfall,9.7,540.03,61.2,100,35.6,True,False,True,True,83,True,approved
CLM-101185,GK-11951,Delhi,Karol Bagh,2025-12-19,Severe AQI,9.1,419.75,0.0,425,29.9,True,True,True,True,100,True,approved
CLM-101186,GK-10981,Chennai,Velachery,2025-12-16,Flooding,8.5,454.1,60.3,20,25.1,True,True,True,True,100,True,approved
CLM-101187,GK-10238,Chennai,Mylapore,2025-10-11,Flooding,4.1,183.84,56.9,60,36.4,True,True,True,True,100,True,approved
CLM-101188,GK-11603,Mumbai,Borivali,2025-11-23,Flooding,7.6,432.83,0.0,111,29.6,True,True,True,True,76,True,review
CLM-101189,GK-11853,Chennai,T. Nagar,2026-02-10,Extreme Heat,7.4,265.14,0.0,160,25.8,False,False,False,False,25,False,rejected
CLM-101190,GK-10655,Mumbai,Thane,2026-03-29,Civic Disruption,6.9,269.91,0.0,171,25.1,True,True,True,True,83,True,approved
CLM-101191,GK-10532,Mumbai,Kurla,2025-11-13,Heavy Rainfall,3.1,164.28,0.0,134,28.4,True,True,True,True,81,True,approved
CLM-101192,GK-10077,Mumbai,Dadar,2026-01-09,Severe AQI,4.1,184.76,0.0,219,29.0,True,True,True,True,77,True,review
CLM-101193,GK-11861,Chennai,Adyar,2025-10-28,Severe AQI,5.0,241.54,36.2,123,29.5,True,True,True,True,100,True,approved
CLM-101194,GK-10614,Delhi,Janakpuri,2025-11-27,Flooding,4.2,198.66,0.0,119,35.0,False,False,False,True,41,False,rejected
CLM-101195,GK-11026,Chennai,Sholinganallur,2026-01-23,Civic Disruption,9.9,593.74,0.0,73,23.4,False,False,True,False,42,False,rejected
CLM-101196,GK-11963,Chennai,Adyar,2025-12-28,Severe AQI,7.8,544.47,0.0,437,29.7,True,False,False,False,69,False,review
CLM-101197,GK-10428,Delhi,Janakpuri,2025-11-29,Civic Disruption,5.1,207.68,3.1,326,38.7,True,True,True,True,100,True,approved
CLM-101198,GK-10441,Mumbai,Kurla,2026-02-10,Extreme Heat,3.7,153.73,0.0,208,38.3,True,True,True,True,82,True,approved
CLM-101199,GK-11334,Mumbai,Bandra,2025-10-21,Severe AQI,8.5,215.54,0.0,105,30.6,True,False,True,True,68,True,review
CLM-101200,GK-10018,Delhi,Chandni Chowk,2025-11-24,Heavy Rainfall,8.9,360.42,6.5,147,25.4,True,False,False,False,40,False,rejected
CLM-101201,GK-10292,Chennai,Anna Nagar,2025-11-18,Heavy Rainfall,9.7,502.87,37.5,79,32.1,True,True,True,True,100,True,approved
CLM-101202,GK-10354,Delhi,Dwarka,2025-12-16,Severe AQI,5.8,257.43,0.0,375,16.0,True,True,True,True,100,True,approved
CLM-101203,GK-11470,Mumbai,Dadar,2025-12-18,Civic Disruption,6.8,384.01,1.5,32,33.7,True,True,True,True,77,True,review
CLM-101204,GK-10461,Chennai,Guindy,2025-12-02,Heavy Rainfall,3.1,124.91,50.5,20,26.9,True,True,True,True,100,True,approved
CLM-101205,GK-10538,Delhi,Chandni Chowk,2026-01-12,Severe AQI,4.8,216.89,0.0,377,39.0,True,True,True,True,100,True,approved
CLM-101206,GK-10677,Mumbai,Thane,2025-11-24,Severe AQI,4.0,333.38,0.0,35,31.7,False,True,False,True,54,False,review
CLM-101207,GK-11937,Delhi,Nehru Place,2025-12-17,Civic Disruption,7.4,440.58,9.2,316,21.3,True,True,True,True,100,True,approved
CLM-101208,GK-11346,Mumbai,Borivali,2026-01-30,Extreme Heat,7.8,250.41,7.6,149,25.0,True,True,False,True,73,True,review
CLM-101209,GK-11554,Chennai,Sholinganallur,2025-10-15,Extreme Heat,8.3,362.47,34.6,188,37.8,True,True,True,True,100,True,approved
CLM-101210,GK-11744,Chennai,Sholinganallur,2025-12-14,Extreme Heat,6.0,261.64,36.2,67,21.8,True,True,True,True,100,True,approved
CLM-101211,GK-11458,Chennai,Velachery,2025-12-12,Flooding,8.9,227.45,41.7,20,33.3,True,True,True,True,100,True,approved
CLM-101212,GK-10942,Delhi,Chandni Chowk,2025-12-08,Severe AQI,8.8,701.06,0.0,357,39.9,True,True,True,True,100,True,approved
CLM-101213,GK-10060,Mumbai,Navi Mumbai,2025-10-30,Flooding,5.6,494.6,0.0,136,27.5,True,True,True,True,75,True,review
CLM-101214,GK-11355,Delhi,Janakpuri,2025-11-27,Severe AQI,7.7,285.76,0.0,355,39.0,True,True,True,False,92,True,approved
CLM-101215,GK-10300,Chennai,Mylapore,2025-12-01,Heavy Rainfall,9.5,769.27,41.1,214,25.9,True,True,True,True,100,True,approved
CLM-101216,GK-11740,Mumbai,Malad,2026-03-06,Flooding,7.9,857.17,0.0,59,31.1,True,True,False,True,68,True,review
CLM-101217,GK-11627,Mumbai,Borivali,2025-12-20,Civic Disruption,9.8,656.12,0.0,84,21.8,True,True,True,True,75,True,review
CLM-101218,GK-11623,Delhi,Nehru Place,2025-11-07,Severe AQI,8.0,239.09,0.0,388,29.3,True,True,True,True,100,True,approved
CLM-101219,GK-11724,Mumbai,Bandra,2026-03-28,Heavy Rainfall,5.1,151.75,0.0,106,34.1,False,True,True,True,59,True,review
CLM-101220,GK-11812,Delhi,Chandni Chowk,2025-10-07,Extreme Heat,3.1,143.72,0.0,161,45.2,True,True,True,True,100,True,approved
CLM-101221,GK-11349,Delhi,Rohini,2025-11-24,Severe AQI,7.0,207.17,4.8,354,45.3,True,True,True,True,100,True,approved
CLM-101222,GK-11667,Delhi,Lajpat Nagar,2025-10-24,Flooding,9.5,446.01,0.0,142,27.2,False,False,False,False,19,False,rejected
CLM-101223,GK-10145,Mumbai,Malad,2026-03-15,Civic Disruption,5.3,397.67,0.0,186,22.5,True,True,True,True,79,True,review
CLM-101224,GK-11083,Mumbai,Powai,2025-12-09,Heavy Rainfall,4.4,255.32,0.0,348,29.6,True,False,False,False,62,False,review
CLM-101225,GK-10777,Chennai,Chromepet,2025-11-24,Extreme Heat,4.1,214.42,37.2,79,31.1,True,True,True,True,100,True,approved
CLM-101226,GK-11672,Delhi,Chandni Chowk,2026-01-09,Heavy Rainfall,9.3,333.45,0.0,331,31.7,True,True,True,False,92,True,approved
CLM-101227,GK-10063,Mumbai,Kurla,2026-02-23,Extreme Heat,3.8,129.4,0.0,72,33.3,True,False,True,True,63,True,review
CLM-101228,GK-11219,Chennai,Mylapore,2025-10-17,Flooding,6.9,431.15,42.9,175,33.6,True,False,True,True,87,True,approved
CLM-101229,GK-11989,Mumbai,Bandra,2025-10-03,Severe AQI,8.3,328.29,0.0,135,22.7,True,True,True,True,84,True,approved
CLM-101230,GK-11872,Delhi,Rohini,2026-01-04,Severe AQI,5.8,361.88,6.5,386,30.9,True,True,True,True,100,True,approved
CLM-101231,GK-10140,Delhi,Karol Bagh,2026-01-10,Severe AQI,6.4,262.91,0.0,461,33.4,False,True,True,True,84,True,approved
CLM-101232,GK-10088,Delhi,Rohini,2025-12-08,Extreme Heat,6.9,396.61,0.0,258,23.9,True,True,False,True,71,False,review
CLM-101233,GK-10201,Mumbai,Powai,2025-11-13,Severe AQI,5.8,222.5,0.0,451,30.2,True,True,True,True,100,True,approved
CLM-101234,GK-11969,Delhi,Connaught Place,2025-11-12,Civic Disruption,3.7,142.41,0.0,71,37.5,False,False,False,True,31,False,rejected
CLM-101235,GK-11860,Delhi,Rohini,2025-12-29,Severe AQI,8.1,535.31,0.0,449,35.0,True,True,True,True,100,True,approved
CLM-101236,GK-10704,Delhi,Chandni Chowk,2025-12-15,Severe AQI,8.0,313.4,0.0,369,33.9,True,True,True,True,100,True,approved
CLM-101237,GK-10169,Chennai,Mylapore,2025-11-14,Heavy Rainfall,5.1,153.46,46.5,166,30.6,True,True,False,True,91,True,approved
CLM-101238,GK-11081,Delhi,Nehru Place,2025-10-20,Extreme Heat,6.9,299.56,0.0,118,45.7,True,True,True,True,100,True,approved
CLM-101239,GK-11380,Mumbai,Bandra,2025-10-01,Severe AQI,5.9,252.46,0.0,154,31.4,True,True,True,True,84,True,approved
CLM-101240,GK-10759,Chennai,Anna Nagar,2025-10-20,Heavy Rainfall,5.5,287.32,63.8,160,37.1,True,True,False,True,90,True,approved
CLM-101241,GK-10614,Delhi,Janakpuri,2025-12-09,Flooding,7.7,364.21,0.0,306,27.5,True,True,True,True,100,True,approved
CLM-101242,GK-11042,Chennai,Tambaram,2026-03-25,Extreme Heat,3.0,111.79,0.0,175,32.1,False,False,False,False,20,False,rejected
CLM-101243,GK-10958,Delhi,Saket,2025-11-28,Severe AQI,8.7,605.26,0.0,390,31.7,True,True,True,True,100,True,approved
CLM-101244,GK-11252,Mumbai,Navi Mumbai,2025-12-15,Heavy Rainfall,8.7,614.23,0.0,316,35.9,True,True,True,True,100,True,approved
CLM-101245,GK-11142,Mumbai,Dadar,2026-02-12,Extreme Heat,7.6,253.22,0.0,163,17.3,True,True,True,True,84,True,approved
CLM-101246,GK-10085,Mumbai,Borivali,2025-12-29,Extreme Heat,9.4,437.62,23.4,205,30.1,True,True,True,True,81,True,approved
CLM-101247,GK-10427,Chennai,Porur,2025-10-31,Severe AQI,4.6,191.92,30.6,89,36.1,False,True,True,True,82,True,approved
CLM-101248,GK-11940,Delhi,Dwarka,2025-11-13,Severe AQI,9.7,428.85,0.0,373,33.4,True,True,True,True,100,True,approved
CLM-101249,GK-11657,Delhi,Pitampura,2025-11-19,Severe AQI,6.5,249.9,0.0,486,29.8,True,True,True,True,100,True,approved
CLM-101250,GK-11578,Delhi,Pitampura,2025-11-06,Extreme Heat,3.8,180.13,39.0,70,28.6,False,True,False,True,64,False,review
CLM-101251,GK-11451,Mumbai,Navi Mumbai,2025-10-22,Heavy Rainfall,9.1,415.89,51.3,170,33.4,True,True,True,True,100,True,approved
CLM-101252,GK-11777,Chennai,Adyar,2025-12-11,Heavy Rainfall,3.3,212.72,56.1,127,25.0,True,True,True,True,100,True,approved
CLM-101253,GK-11553,Delhi,Rohini,2026-01-04,Severe AQI,5.1,180.18,6.5,386,30.9,True,True,True,True,100,True,approved
CLM-101254,GK-11719,Chennai,Tambaram,2025-12-16,Extreme Heat,8.5,683.51,30.9,146,27.4,True,True,True,True,100,True,approved
CLM-101255,GK-10962,Mumbai,Bandra,2026-02-22,Flooding,9.4,487.67,0.0,171,29.0,True,True,True,True,76,True,review
CLM-101256,GK-10163,Delhi,Dwarka,2026-01-25,Severe AQI,6.2,226.46,0.0,355,34.8,True,True,True,True,100,True,approved
CLM-101257,GK-11028,Delhi,Chandni Chowk,2025-11-06,Severe AQI,5.8,321.87,0.0,449,34.2,True,True,True,True,100,True,approved
CLM-101258,GK-11856,Mumbai,Andheri,2026-02-06,Heavy Rainfall,4.1,189.84,0.0,137,27.8,True,True,True,True,79,True,review
CLM-101259,GK-10817,Delhi,Dwarka,2026-01-14,Severe AQI,7.5,330.9,0.0,412,37.9,True,True,False,True,89,True,approved
CLM-101260,GK-10701,Delhi,Lajpat Nagar,2025-12-18,Severe AQI,4.3,187.83,4.0,311,37.3,False,False,True,True,65,True,review
CLM-101261,GK-11027,Delhi,Karol Bagh,2025-10-02,Extreme Heat,8.9,574.21,0.0,84,44.4,True,True,True,True,100,True,approved
CLM-101262,GK-10379,Delhi,Karol Bagh,2026-01-23,Severe AQI,8.2,625.17,0.0,378,35.8,True,True,True,True,100,True,approved
CLM-101263,GK-10664,Chennai,Anna Nagar,2025-10-27,Heavy Rainfall,7.5,286.25,63.9,138,28.1,True,True,True,True,100,True,approved
CLM-101264,GK-10817,Delhi,Dwarka,2026-02-01,Flooding,6.3,277.96,0.0,94,31.6,True,True,False,False,59,False,review
CLM-101265,GK-11353,Delhi,Nehru Place,2025-12-03,Severe AQI,4.3,204.83,0.0,376,27.2,True,True,True,True,100,True,approved
CLM-101266,GK-10503,Mumbai,Malad,2026-02-05,Severe AQI,7.8,239.34,0.0,20,27.4,True,True,True,True,77,True,review
CLM-101267,GK-11278,Mumbai,Bandra,2025-10-15,Civic Disruption,3.5,177.37,0.0,98,31.8,True,True,True,True,77,True,review
CLM-101268,GK-10034,Chennai,Tambaram,2025-12-03,Flooding,9.4,542.47,42.7,71,21.9,True,True,True,True,100,True,approved
CLM-101269,GK-11124,Mumbai,Thane,2026-03-07,Severe AQI,8.4,381.88,0.8,69,26.3,True,True,True,True,85,True,approved
CLM-101270,GK-10769,Mumbai,Powai,2026-02-23,Civic Disruption,9.5,630.87,0.0,136,29.4,True,True,True,True,80,True,approved
CLM-101271,GK-11841,Delhi,Pitampura,2026-03-13,Extreme Heat,9.2,403.63,0.0,84,44.2,True,True,True,True,100,True,approved
CLM-101272,GK-10290,Mumbai,Kurla,2026-01-23,Heavy Rainfall,6.7,458.04,0.0,144,20.6,False,False,False,False,28,False,rejected
CLM-101273,GK-11908,Delhi,Pitampura,2026-01-05,Heavy Rainfall,8.5,587.82,0.0,346,22.3,True,True,True,True,100,True,approved
CLM-101274,GK-10037,Chennai,Anna Nagar,2025-12-12,Flooding,6.3,234.22,80.1,154,31.9,True,False,True,True,83,True,approved
CLM-101275,GK-11945,Chennai,Porur,2025-12-15,Heavy Rainfall,5.5,234.59,42.9,188,25.3,True,False,True,True,87,True,approved
CLM-101276,GK-11410,Mumbai,Andheri,2026-02-17,Flooding,9.8,411.3,0.0,158,33.3,False,False,False,False,26,False,rejected
CLM-101277,GK-11655,Mumbai,Dadar,2026-02-23,Flooding,7.7,259.1,0.0,108,25.2,True,True,True,True,79,True,review
CLM-101278,GK-10476,Chennai,Chromepet,2025-10-14,Flooding,8.8,613.13,92.9,39,33.4,True,True,True,True,100,True,approved
CLM-101279,GK-11061,Delhi,Nehru Place,2025-12-25,Severe AQI,5.4,361.41,0.0,348,30.8,True,True,True,True,100,True,approved
CLM-101280,GK-10573,Mumbai,Dadar,2025-10-28,Extreme Heat,8.2,648.14,0.0,52,39.4,True,True,True,True,75,True,review
CLM-101281,GK-11675,Delhi,Saket,2025-12-04,Flooding,8.1,494.39,0.0,338,17.5,True,True,True,True,100,True,approved
CLM-101282,GK-11748,Chennai,Adyar,2025-10-28,Civic Disruption,9.5,901.45,36.2,123,29.5,True,True,True,True,100,True,approved
CLM-101283,GK-10737,Mumbai,Navi Mumbai,2026-01-14,Extreme Heat,6.3,238.77,0.0,327,25.9,True,True,True,True,100,True,approved
CLM-101284,GK-11914,Chennai,Mylapore,2025-12-14,Heavy Rainfall,5.1,192.99,53.2,104,28.7,True,True,False,False,85,True,approved
CLM-101285,GK-10023,Mumbai,Powai,2025-11-08,Civic Disruption,5.1,387.0,0.0,192,33.3,True,True,True,True,84,True,approved
CLM-101286,GK-11061,Delhi,Nehru Place,2025-10-04,Extreme Heat,5.6,374.79,0.0,93,45.4,False,True,False,False,62,False,review
CLM-101287,GK-11187,Chennai,Adyar,2025-10-04,Severe AQI,8.1,629.4,32.4,115,29.0,True,True,True,True,100,True,approved
CLM-101288,GK-10826,Delhi,Saket,2026-01-03,Severe AQI,3.6,124.42,0.0,352,17.6,True,False,True,True,83,True,approved
CLM-101289,GK-10775,Mumbai,Bandra,2025-10-29,Civic Disruption,6.9,306.68,0.0,218,28.6,True,False,True,True,73,True,review
CLM-101290,GK-11174,Delhi,Karol Bagh,2025-12-20,Extreme Heat,9.2,350.65,11.7,20,24.4,False,False,False,True,28,False,rejected
CLM-101291,GK-11952,Chennai,Sholinganallur,2025-10-12,Heavy Rainfall,10.0,462.18,60.0,87,37.1,False,True,True,True,82,True,approved
CLM-101292,GK-11949,Chennai,Mylapore,2025-10-01,Extreme Heat,8.7,366.41,0.0,193,42.2,True,False,False,True,59,False,review
CLM-101293,GK-11717,Chennai,T. Nagar,2025-12-23,Heavy Rainfall,8.6,293.78,33.3,123,26.9,True,True,True,True,100,True,approved
CLM-101294,GK-11566,Chennai,Guindy,2025-11-10,Flooding,5.5,134.13,35.4,151,28.9,True,True,True,True,100,True,approved
CLM-101295,GK-11799,Delhi,Janakpuri,2025-11-18,Severe AQI,9.0,217.53,0.0,500,29.3,True,True,True,True,100,True,approved
CLM-101296,GK-10722,Delhi,Connaught Place,2026-01-15,Severe AQI,4.2,225.0,0.0,304,34.4,True,True,True,True,100,True,approved
CLM-101297,GK-11397,Chennai,Tambaram,2025-12-16,Civic Disruption,5.7,273.43,30.9,146,27.4,True,False,False,True,79,True,review
CLM-101298,GK-10175,Mumbai,Borivali,2025-10-19,Flooding,8.4,475.14,14.5,171,31.8,True,True,True,True,78,True,review
CLM-101299,GK-11098,Delhi,Saket,2025-12-22,Civic Disruption,4.1,235.22,0.0,84,26.9,True,True,False,False,58,False,review
CLM-101300,GK-10225,Chennai,Chromepet,2025-11-26,Flooding,5.8,278.03,85.7,89,33.8,True,True,True,True,100,True,approved
CLM-101301,GK-10882,Delhi,Nehru Place,2025-11-02,Heavy Rainfall,7.8,468.76,0.1,347,32.2,True,True,True,True,100,True,approved
CLM-101302,GK-11118,Delhi,Saket,2025-11-28,Severe AQI,8.8,756.27,0.0,390,31.7,True,True,True,True,100,True,approved
CLM-101303,GK-11708,Chennai,Tambaram,2026-02-19,Extreme Heat,5.5,232.94,0.0,126,28.9,False,False,False,True,33,False,rejected
CLM-101304,GK-11240,Mumbai,Borivali,2026-01-28,Heavy Rainfall,3.4,130.76,0.0,108,24.9,True,True,True,True,81,True,approved
CLM-101305,GK-10172,Chennai,Mylapore,2025-10-07,Severe AQI,5.1,313.02,37.0,114,28.8,True,True,True,True,100,True,approved
CLM-101306,GK-11007,Mumbai,Navi Mumbai,2026-02-20,Heavy Rainfall,6.8,378.2,0.0,150,25.3,True,True,True,True,83,True,approved
CLM-101307,GK-11719,Chennai,Tambaram,2025-11-23,Heavy Rainfall,6.9,554.85,61.2,100,35.6,True,True,True,True,100,True,approved
CLM-101308,GK-10189,Mumbai,Powai,2025-11-13,Severe AQI,4.1,136.01,0.0,451,30.2,True,False,True,True,88,True,approved
CLM-101309,GK-11383,Chennai,Guindy,2025-11-05,Flooding,6.3,200.16,31.6,100,31.9,True,True,True,True,100,True,approved
CLM-101310,GK-11944,Mumbai,Thane,2025-10-19,Heavy Rainfall,7.9,374.85,0.0,199,31.3,True,True,False,True,68,True,review
CLM-101311,GK-10487,Delhi,Chandni Chowk,2025-12-31,Heavy Rainfall,7.8,563.2,1.4,321,32.2,True,True,True,True,100,True,approved
CLM-101312,GK-11508,Chennai,Sholinganallur,2025-11-13,Civic Disruption,4.4,321.27,30.9,151,32.1,True,False,True,True,82,True,approved
CLM-101313,GK-10762,Delhi,Nehru Place,2026-01-16,Severe AQI,8.4,423.41,0.0,433,30.6,True,True,True,True,100,True,approved
CLM-101314,GK-11971,Mumbai,Borivali,2026-01-18,Flooding,8.7,305.58,10.8,326,26.0,True,True,True,True,100,True,approved
CLM-101315,GK-10921,Mumbai,Dadar,2025-10-21,Severe AQI,4.4,236.15,0.0,120,34.5,False,False,True,True,46,False,rejected
CLM-101316,GK-11871,Chennai,Anna Nagar,2025-10-28,Civic Disruption,4.1,172.69,37.1,120,31.5,True,True,True,True,100,True,approved
CLM-101317,GK-11061,Delhi,Nehru Place,2025-12-28,Severe AQI,5.3,354.71,0.0,437,29.7,True,True,True,True,100,True,approved
CLM-101318,GK-10971,Mumbai,Dadar,2025-12-18,Civic Disruption,3.7,250.08,0.0,93,25.6,False,False,False,False,28,False,rejected
CLM-101319,GK-11538,Delhi,Dwarka,2025-12-31,Severe AQI,3.6,100.65,0.0,417,32.4,False,True,True,True,80,True,approved
CLM-101320,GK-10154,Delhi,Lajpat Nagar,2026-01-01,Severe AQI,9.5,391.85,0.0,380,27.3,True,True,True,True,100,True,approved
CLM-101321,GK-11067,Chennai,Porur,2026-03-25,Civic Disruption,4.8,356.8,0.0,50,26.1,False,True,False,False,40,False,rejected
CLM-101322,GK-10596,Mumbai,Borivali,2026-01-14,Severe AQI,8.2,421.21,0.0,390,30.5,True,True,True,True,100,True,approved
CLM-101323,GK-10672,Delhi,Dwarka,2025-12-25,Severe AQI,6.3,448.87,9.4,462,22.5,True,True,True,True,100,True,approved
CLM-101324,GK-11052,Delhi,Chandni Chowk,2025-12-26,Severe AQI,9.1,742.21,0.0,495,30.4,True,True,True,False,92,True,approved
CLM-101325,GK-11457,Delhi,Dwarka,2025-11-28,Civic Disruption,6.4,242.48,0.0,330,29.3,True,True,True,True,100,True,approved
