worker_id,city,zone,primary_platform,secondary_platform,vehicle_type,avg_daily_hours,experience_weeks,avg_daily_income,avg_weekly_income,latitude,longitude,is_flood_zone,trust_score
GK-10507,Delhi,Janakpuri,Zepto,Swiggy,Scooter,12.3,35,451.04,2476.26,28.576949,77.282758,False,0.976
GK-10508,Delhi,Saket,Zomato,,Bike,8.8,61,806.15,4699.9,28.71908,77.120514,False,0.696
GK-10509,Delhi,Dwarka,Zepto,,Bike,10.0,10,701.36,4388.31,28.548466,77.271763,True,0.838
GK-10510,Delhi,Chandni Chowk,Zepto,,Bicycle,12.9,9,641.59,3380.46,28.652637,77.132073,True,0.837
GK-10511,Chennai,Mylapore,Zepto,,Bicycle,11.6,75,938.64,4696.0,12.918879,80.167633,False,0.583
GK-10512,Chennai,Tambaram,Swiggy,Zepto,Scooter,11.7,120,716.82,3762.32,12.898409,80.162533,True,0.51
GK-10513,Chennai,Mylapore,Swiggy,,Bike,13.1,99,961.7,5129.27,12.922461,80.203141,False,0.553
GK-10514,Delhi,Saket,Zepto,,Bicycle,10.2,30,487.36,2597.3,28.514433,77.178207,False,0.617
GK-10515,Delhi,Saket,Zepto,Zomato,Scooter,13.7,52,789.98,4458.19,28.654075,77.211376,False,0.708
GK-10516,Delhi,Janakpuri,Zepto,Zomato,Scooter,10.3,37,862.89,5441.2,28.542923,77.200023,False,0.706
GK-10517,Delhi,Janakpuri,Zomato,Zepto,Bike,11.1,106,858.28,4442.29,28.633126,77.123079,False,0.803
GK-10518,Mumbai,Powai,Zomato,Swiggy,Scooter,8.7,44,765.02,4059.56,19.051563,72.870942,False,0.948
GK-10519,Delhi,Connaught Place,Zepto,Swiggy,Bicycle,10.1,22,579.09,2955.43,28.604818,77.103625,False,0.896
GK-10520,Chennai,Anna Nagar,Zepto,,Bicycle,9.8,96,1004.29,6111.27,13.056589,80.187991,False,0.505
GK-10521,Delhi,Lajpat Nagar,Swiggy,Zomato,Scooter,10.3,33,843.77,4832.81,28.709029,77.264278,False,0.922
GK-10522,Delhi,Pitampura,Swiggy,Zepto,Bicycle,8.7,87,664.16,3785.36,28.545861,77.270995,False,0.941
GK-10523,Mumbai,Goregaon,Zomato,Zepto,Bicycle,6.6,86,914.52,4851.72,19.096957,72.92446,False,0.951
GK-10524,Mumbai,Powai,Zomato,Swiggy,Bicycle,6.5,105,658.64,3933.71,19.13544,72.945849,False,0.533
GK-10525,Delhi,Rohini,Swiggy,,Bicycle,6.6,66,841.1,5463.6,28.593867,77.260763,True,0.717
GK-10526,Chennai,Sholinganallur,Zepto,Swiggy,Bicycle,10.5,8,538.32,2990.02,12.955156,80.20588,False,0.534
GK-10527,Chennai,Adyar,Swiggy,Zepto,Bike,9.7,111,596.69,2990.94,13.066821,80.248509,True,0.854
GK-10528,Mumbai,Borivali,Swiggy,,Bike,7.7,5,668.66,3893.36,19.001328,72.924584,False,0.886
GK-10529,Chennai,Sholinganallur,Zomato,Zepto,Bike,6.5,83,1016.52,6228.85,13.079955,80.237557,False,0.891
GK-10530,Mumbai,Navi Mumbai,Zomato,,Scooter,12.4,6,528.36,2776.44,19.167789,72.900662,False,0.871
GK-10531,Chennai,Sholinganallur,Zepto,Zomato,Bike,7.6,6,708.59,4349.38,13.117123,80.262497,False,0.954
GK-10532,Mumbai,Kurla,Zepto,Zomato,Bike,10.8,68,817.62,4669.33,19.144702,72.902211,True,0.578
GK-10533,Mumbai,Malad,Swiggy,Zomato,Bike,11.7,71,746.59,4003.4,19.067736,72.846293,True,0.657
GK-10534,Chennai,Mylapore,Swiggy,,Bicycle,7.7,36,827.6,5002.21,13.002118,80.178188,False,0.538
GK-10535,Delhi,Lajpat Nagar,Zomato,Swiggy,Scooter,9.1,55,676.49,3658.4,28.705458,77.231902,False,0.898
GK-10536,Delhi,Pitampura,Swiggy,,Bike,11.5,42,714.75,3778.45,28.659094,77.164902,False,0.635
GK-10537,Mumbai,Bandra,Zepto,,Bike,11.6,15,692.08,4147.6,19.054679,72.897389,False,0.632
GK-10538,Delhi,Chandni Chowk,Zomato,,Scooter,12.5,11,806.89,4480.27,28.546931,77.117677,True,0.849
GK-10539,Mumbai,Andheri,Zepto,Swiggy,Bike,9.5,67,813.93,5143.04,19.007787,72.853745,True,0.517
GK-10540,Delhi,Karol Bagh,Zepto,Swiggy,Bicycle,7.9,9,619.29,3921.45,28.666712,77.164605,False,0.949
GK-10541,Chennai,Mylapore,Zepto,,Scooter,8.6,38,710.04,4450.04,13.120288,80.299424,False,0.913
GK-10542,Chennai,Velachery,Zepto,Zomato,Bicycle,8.0,76,593.91,3636.08,12.878475,80.299834,True,0.663
GK-10543,Mumbai,Andheri,Swiggy,Zepto,Bike,12.5,30,718.8,3637.51,19.214506,72.949692,True,0.621
GK-10544,Mumbai,Dadar,Zepto,Zomato,Bike,9.3,42,882.22,4718.14,19.141545,72.860661,True,0.827
GK-10545,Chennai,Chromepet,Swiggy,,Scooter,6.1,90,610.36,3087.45,13.079306,80.243561,False,0.881
GK-10546,Mumbai,Goregaon,Zomato,,Bike,12.7,105,860.71,5053.59,19.156154,72.932376,False,0.793
GK-10547,Mumbai,Bandra,Zepto,,Scooter,13.9,10,1003.01,5600.65,19.189183,72.877498,False,0.854
GK-10548,Chennai,Porur,Swiggy,Zomato,Scooter,7.8,81,805.55,4283.47,13.128742,80.201286,True,0.764
GK-10549,Mumbai,Navi Mumbai,Zomato,Zepto,Bike,14.0,85,723.87,4395.81,19.245279,72.904436,False,0.902
GK-10550,Delhi,Nehru Place,Zomato,Swiggy,Scooter,10.7,74,690.08,4425.16,28.668697,77.235506,False,0.687
GK-10551,Delhi,Chandni Chowk,Swiggy,,Bicycle,7.3,88,602.04,3595.96,28.62509,77.238177,True,0.849
GK-10552,Delhi,Dwarka,Zepto,Zomato,Bike,8.2,95,760.62,4322.42,28.649826,77.135871,True,0.853
GK-10553,Chennai,Velachery,Zomato,Swiggy,Scooter,11.3,95,546.7,3372.4,13.10121,80.175459,True,0.51
GK-10554,Mumbai,Dadar,Zepto,Zomato,Scooter,10.9,50,826.98,4740.86,19.200703,72.94492,True,0.768
GK-10555,Chennai,Velachery,Swiggy,Zepto,Scooter,9.2,50,774.96,4945.76,12.896107,80.235891,True,0.639
GK-10556,Delhi,Dwarka,Swiggy,Zomato,Bike,10.7,59,439.14,2251.4,28.512997,77.106349,True,0.712
GK-10557,Delhi,Janakpuri,Zepto,,Scooter,10.9,17,866.94,4609.39,28.720243,77.276583,False,0.83
GK-10558,Chennai,Velachery,Zomato,,Bike,12.9,80,675.03,4384.9,13.071228,80.192978,True,0.901
GK-10559,Mumbai,Goregaon,Zomato,Swiggy,Scooter,6.2,56,731.78,4169.33,19.224341,72.900942,False,0.987
GK-10560,Delhi,Dwarka,Zepto,,Bike,12.8,77,672.64,4223.39,28.516754,77.295069,True,0.908
GK-10561,Mumbai,Dadar,Zepto,Zomato,Bike,13.5,21,627.31,3334.9,19.021276,72.870128,True,0.536
GK-10562,Delhi,Lajpat Nagar,Zomato,Zepto,Bike,7.8,12,440.52,2845.59,28.525245,77.133498,False,0.574
GK-10563,Chennai,Porur,Zomato,Zepto,Scooter,12.1,65,665.36,4123.53,13.140328,80.215961,True,0.639
GK-10564,Chennai,Guindy,Zomato,Swiggy,Bicycle,8.6,84,547.76,3292.58,12.888904,80.188469,False,0.678
GK-10565,Delhi,Pitampura,Zepto,Swiggy,Scooter,6.5,17,585.82,3230.19,28.552627,77.261805,False,0.573
GK-10566,Chennai,Anna Nagar,Swiggy,Zepto,Scooter,12.9,111,412.29,2420.57,13.019023,80.270571,False,0.569
GK-10567,Mumbai,Malad,Zomato,Zepto,Scooter,10.0,59,677.48,3883.15,19.03602,72.90112,True,0.637
GK-10568,Mumbai,Navi Mumbai,Swiggy,Zepto,Scooter,6.7,81,417.13,2372.49,19.205595,72.827407,False,0.709
GK-10569,Mumbai,Borivali,Zomato,Zepto,Bike,11.8,54,640.93,4033.57,19.143572,72.906738,False,0.889
GK-10570,Delhi,Lajpat Nagar,Zepto,,Bicycle,8.5,66,883.58,4676.57,28.747363,77.277904,False,0.686
GK-10571,Mumbai,Borivali,Zomato,Zepto,Scooter,9.9,108,720.52,4508.54,19.18541,72.884034,False,0.742
GK-10572,Delhi,Karol Bagh,Swiggy,,Bike,8.9,79,659.03,3419.71,28.582058,77.190798,False,0.881
GK-10573,Mumbai,Dadar,Zepto,,Bike,7.6,97,858.16,5036.52,19.237861,72.842814,True,0.784
GK-10574,Delhi,Saket,Zomato,Zepto,Bicycle,9.9,12,515.01,2684.15,28.638166,77.174435,False,0.831
GK-10575,Delhi,Nehru Place,Swiggy,,Scooter,10.6,34,799.11,4214.71,28.546318,77.155729,False,0.609
GK-10576,Delhi,Rohini,Zepto,Zomato,Scooter,12.6,13,757.06,4210.63,28.742482,77.214252,True,0.572
GK-10577,Delhi,Pitampura,Zomato,,Scooter,12.4,72,671.37,4207.93,28.591848,77.117403,False,0.778
GK-10578,Mumbai,Malad,Zepto,Swiggy,Scooter,12.4,93,778.0,4181.36,19.055126,72.848367,True,0.937
GK-10579,Mumbai,Navi Mumbai,Zepto,Swiggy,Bike,8.1,102,553.32,3287.27,19.000163,72.933187,False,0.896
GK-10580,Chennai,Guindy,Swiggy,,Bicycle,12.0,9,678.73,4331.05,12.955366,80.164066,False,0.743
GK-10581,Mumbai,Malad,Zomato,Zepto,Bike,6.3,5,522.42,3323.98,19.072865,72.84698,True,0.619
GK-10582,Chennai,Anna Nagar,Swiggy,,Bicycle,9.7,70,938.65,5533.69,12.896348,80.22309,False,0.715
GK-10583,Mumbai,Navi Mumbai,Zepto,,Bike,14.0,61,669.13,3516.99,19.192362,72.871723,False,0.914
GK-10584,Delhi,Chandni Chowk,Zomato,,Bicycle,6.2,92,610.1,3517.09,28.627645,77.223026,True,0.955
GK-10585,Mumbai,Dadar,Zomato,Swiggy,Scooter,10.0,17,533.5,3018.15,19.012561,72.824539,True,0.776
GK-10586,Delhi,Chandni Chowk,Swiggy,Zomato,Bicycle,12.7,22,467.03,2761.31,28.512404,77.24492,True,0.556
GK-10587,Delhi,Lajpat Nagar,Zomato,Zepto,Bike,8.2,70,654.78,3659.0,28.543374,77.17595,False,0.901
GK-10588,Delhi,Karol Bagh,Zomato,Swiggy,Scooter,12.0,96,748.75,4787.3,28.559233,77.235479,False,0.783
GK-10589,Mumbai,Powai,Zomato,Swiggy,Scooter,9.1,9,633.06,3663.58,19.016541,72.82249,False,0.913
GK-10590,Mumbai,Bandra,Swiggy,Zepto,Bicycle,12.2,17,594.59,3805.26,19.007526,72.944994,False,0.834
GK-10591,Mumbai,Dadar,Zepto,Swiggy,Bicycle,8.1,26,519.3,3257.13,19.152866,72.908205,True,0.659
GK-10592,Mumbai,Dadar,Zomato,,Scooter,13.6,63,749.7,3760.07,19.069366,72.85661,True,0.982
GK-10593,Chennai,Porur,Zepto,Swiggy,Bike,11.7,85,780.01,4264.95,13.061874,80.243403,True,0.995
GK-10594,Mumbai,Malad,Zomato,Swiggy,Bicycle,8.7,82,683.71,4377.95,19.065262,72.86464,True,0.917
GK-10595,Chennai,Tambaram,Zepto,Zomato,Scooter,7.5,4,580.1,2980.87,12.961753,80.289295,True,0.531
GK-10596,Mumbai,Borivali,Swiggy,Zepto,Bicycle,7.3,107,535.69,2876.65,19.242019,72.878073,False,0.751
GK-10597,Chennai,Chromepet,Swiggy,,Bike,9.8,50,744.76,4369.39,13.048574,80.262677,False,0.877
GK-10598,Delhi,Saket,Zomato,Swiggy,Scooter,13.2,89,784.91,4705.76,28.513901,77.101376,False,0.606
GK-10599,Delhi,Janakpuri,Zepto,Zomato,Bicycle,9.3,53,804.85,5121.87,28.600602,77.276917,False,0.948
GK-10600,Mumbai,Malad,Zepto,Swiggy,Scooter,8.5,49,534.34,3016.32,19.047652,72.844002,True,0.671
GK-10601,Delhi,Pitampura,Swiggy,,Bicycle,12.6,106,838.6,4555.21,28.529973,77.246985,False,0.766
GK-10602,Delhi,Pitampura,Zepto,Swiggy,Bicycle,9.9,21,817.05,4755.27,28.608461,77.132881,False,0.558
GK-10603,Delhi,Dwarka,Swiggy,Zepto,Bike,13.2,27,456.28,2918.97,28.585989,77.2466,True,0.829
GK-10604,Delhi,Rohini,Zepto,Zomato,Scooter,12.6,80,986.41,4948.05,28.724597,77.179904,True,0.663
GK-10605,Chennai,Chromepet,Zomato,Zepto,Bike,12.6,66,821.48,4679.13,13.090294,80.165668,False,0.788
GK-10606,Mumbai,Thane,Zepto,,Bike,6.9,75,722.34,4188.44,19.184717,72.824218,False,0.829
GK-10607,Chennai,Tambaram,Zomato,Swiggy,Bike,6.8,44,598.08,3832.18,12.901757,80.235196,True,0.648
GK-10608,Delhi,Pitampura,Swiggy,Zepto,Bike,12.5,66,690.1,4166.84,28.58688,77.11007,False,0.526
GK-10609,Chennai,Mylapore,Zomato,,Bicycle,9.7,87,767.6,4503.09,12.917956,80.242096,False,0.626
GK-10610,Delhi,Chandni Chowk,Zepto,Zomato,Scooter,8.9,94,764.43,4746.02,28.619338,77.170164,True,0.681
GK-10611,Delhi,Nehru Place,Swiggy,Zomato,Bicycle,8.6,7,765.01,4378.3,28.552265,77.116938,False,0.733
GK-10612,Chennai,Anna Nagar,Swiggy,Zepto,Bike,12.7,72,616.66,3507.99,13.092522,80.273544,False,0.692
GK-10613,Delhi,Rohini,Zomato,,Bicycle,8.4,102,504.8,3041.82,28.733139,77.123729,True,0.967
GK-10614,Delhi,Janakpuri,Zepto,Swiggy,Bicycle,10.3,18,695.98,4493.75,28.601937,77.132244,False,0.828
GK-10615,Delhi,Janakpuri,Zomato,,Bike,10.5,101,622.92,3223.32,28.678688,77.11369,False,0.709
GK-10616,Mumbai,Powai,Zepto,Swiggy,Scooter,10.9,17,726.97,4074.53,19.019201,72.866107,False,0.775
GK-10617,Mumbai,Borivali,Zomato,Swiggy,Scooter,12.7,37,773.11,4161.65,19.203668,72.899538,False,0.687
GK-10618,Delhi,Dwarka,Zomato,Swiggy,Bike,6.8,30,539.61,3017.98,28.668956,77.231632,True,0.535
GK-10619,Mumbai,Navi Mumbai,Zepto,Zomato,Bicycle,7.5,82,431.96,2431.41,19.039203,72.927549,False,0.521
GK-10620,Mumbai,Malad,Swiggy,,Bike,7.3,104,722.97,4653.89,19.057845,72.885316,True,0.866
GK-10621,Chennai,Mylapore,Swiggy,,Scooter,7.8,72,852.72,5076.35,13.115855,80.290146,False,0.958
GK-10622,Delhi,Pitampura,Zepto,Swiggy,Scooter,11.0,94,919.67,5607.45,28.632824,77.235488,False,0.714
GK-10623,Delhi,Lajpat Nagar,Zepto,Zomato,Bicycle,12.6,119,615.76,3858.97,28.536609,77.266586,False,0.77
GK-10624,Mumbai,Bandra,Swiggy,Zepto,Bike,9.5,39,809.84,4673.7,19.062792,72.929748,False,0.742
GK-10625,Mumbai,Dadar,Zepto,Swiggy,Bike,8.5,22,667.99,3612.49,19.143261,72.862277,True,0.52
GK-10626,Mumbai,Goregaon,Swiggy,,Scooter,6.1,66,926.15,5946.01,19.086452,72.907242,False,0.903
GK-10627,Chennai,Chromepet,Zepto,Zomato,Bicycle,9.2,57,596.18,3003.94,13.084989,80.189889,False,0.995
GK-10628,Delhi,Nehru Place,Swiggy,,Bike,10.8,55,892.35,5295.32,28.530097,77.287706,False,0.591
GK-10629,Mumbai,Kurla,Zepto,Zomato,Scooter,7.8,66,863.16,4523.25,19.076804,72.89104,True,0.709
GK-10630,Delhi,Pitampura,Swiggy,,Bike,7.4,97,924.42,4761.1,28.724491,77.116826,False,0.697
GK-10631,Delhi,Karol Bagh,Swiggy,,Scooter,6.1,31,628.6,3363.46,28.66543,77.22049,False,0.582
GK-10632,Delhi,Saket,Zomato,Zepto,Scooter,6.2,110,643.95,3268.65,28.717102,77.285293,False,0.71
GK-10633,Delhi,Karol Bagh,Zepto,,Bike,6.3,76,623.91,3665.4,28.643487,77.178579,False,0.514
GK-10634,Delhi,Karol Bagh,Zepto,Swiggy,Bike,6.1,16,598.5,3866.73,28.510065,77.21767,False,0.699
GK-10635,Mumbai,Powai,Swiggy,Zomato,Bike,10.4,60,850.69,5407.3,19.06881,72.912227,False,0.636
GK-10636,Delhi,Connaught Place,Zomato,Swiggy,Bicycle,9.0,120,605.47,3231.08,28.60653,77.266473,False,0.903
GK-10637,Chennai,Anna Nagar,Swiggy,Zepto,Bike,7.8,87,710.49,4032.09,13.095192,80.28956,False,0.548
GK-10638,Delhi,Lajpat Nagar,Swiggy,Zepto,Bicycle,8.7,119,801.6,4410.08,28.512823,77.198507,False,0.721
GK-10639,Mumbai,Dadar,Swiggy,Zepto,Bicycle,9.2,43,583.74,3623.94,19.132485,72.840978,True,0.786
GK-10640,Mumbai,Borivali,Zomato,,Bike,12.1,94,674.21,4058.44,19.067044,72.86694,False,0.704
GK-10641,Chennai,Adyar,Swiggy,Zepto,Bike,6.5,20,674.55,3568.47,12.860402,80.208787,True,0.849
GK-10642,Mumbai,Borivali,Zepto,,Scooter,11.1,5,778.51,4372.86,19.223922,72.858647,False,0.615
GK-10643,Chennai,Guindy,Swiggy,Zepto,Bicycle,7.9,20,651.16,4060.98,13.051715,80.27391,False,0.837
GK-10644,Delhi,Dwarka,Swiggy,Zepto,Bike,9.2,97,772.27,3955.45,28.590119,77.234254,True,0.635
GK-10645,Chennai,Velachery,Zomato,Zepto,Scooter,13.9,21,595.62,3687.32,12.89686,80.298263,True,0.989
GK-10646,Delhi,Rohini,Zepto,,Bike,11.3,12,857.92,4818.75,28.57236,77.193536,True,0.81
GK-10647,Mumbai,Navi Mumbai,Swiggy,,Bicycle,9.4,25,733.56,3889.55,19.082571,72.89335,False,0.925
GK-10648,Delhi,Karol Bagh,Zepto,Swiggy,Bicycle,13.5,99,839.21,5226.24,28.639048,77.255903,False,0.508
GK-10649,Chennai,Porur,Zepto,,Scooter,6.3,114,781.42,4153.62,13.116974,80.298794,True,0.647
GK-10650,Chennai,Velachery,Swiggy,Zomato,Bike,12.1,79,787.95,4736.18,12.880853,80.168893,True,0.99
GK-10651,Mumbai,Malad,Zomato,Zepto,Scooter,12.8,105,640.58,3782.45,19.081082,72.907943,True,0.797
GK-10652,Chennai,Mylapore,Zomato,,Bike,11.5,35,441.93,2668.61,12.932777,80.265287,False,0.613
GK-10653,Mumbai,Navi Mumbai,Zepto,,Bicycle,7.9,40,974.15,4958.34,19.156333,72.91712,False,0.609
GK-10654,Mumbai,Andheri,Zepto,Zomato,Bike,7.0,70,860.93,4922.62,19.011249,72.91544,True,0.671
GK-10655,Mumbai,Thane,Swiggy,,Scooter,13.4,41,748.82,3835.75,19.082993,72.880494,False,0.507
GK-10656,Mumbai,Andheri,Swiggy,Zepto,Scooter,8.1,18,711.38,3872.68,19.1066,72.891259,True,0.587
GK-10657,Chennai,Tambaram,Zepto,,Bike,11.3,71,659.1,3865.83,13.139591,80.157563,True,0.945
GK-10658,Chennai,Guindy,Zomato,Swiggy,Scooter,10.5,114,584.04,3723.78,12.876963,80.240137,False,0.67
GK-10659,Mumbai,Malad,Zomato,,Bicycle,9.3,26,700.08,4052.21,19.03582,72.912913,True,0.647
GK-10660,Delhi,Dwarka,Swiggy,,Bike,11.6,5,716.69,3901.47,28.66909,77.235927,True,0.973
GK-10661,Delhi,Saket,Swiggy,Zomato,Scooter,6.0,68,722.87,4301.49,28.567989,77.143578,False,0.831
GK-10662,Delhi,Janakpuri,Zomato,Zepto,Bicycle,10.7,55,874.75,4497.64,28.639145,77.168546,False,0.567
GK-10663,Chennai,Sholinganallur,Zepto,,Bike,12.7,39,513.16,2875.26,13.125519,80.247468,False,0.552
GK-10664,Chennai,Anna Nagar,Swiggy,,Bike,11.8,107,643.37,3462.44,12.850009,80.256821,False,0.678
GK-10665,Chennai,Sholinganallur,Zomato,Zepto,Bicycle,6.1,85,741.51,4336.81,13.01209,80.277673,False,0.979
GK-10666,Mumbai,Bandra,Zomato,,Scooter,10.1,97,714.87,3832.02,19.094995,72.898928,False,0.694
GK-10667,Chennai,Adyar,Swiggy,Zomato,Scooter,6.8,18,573.74,3718.41,12.944476,80.164497,True,0.588
GK-10668,Delhi,Pitampura,Zepto,Swiggy,Scooter,9.6,89,860.34,4723.62,28.748892,77.216543,False,0.906
GK-10669,Mumbai,Dadar,Swiggy,Zomato,Bicycle,8.4,21,713.68,3905.87,19.100676,72.907426,True,0.841
GK-10670,Mumbai,Andheri,Swiggy,Zepto,Scooter,7.1,70,562.46,3448.0,19.144623,72.910145,True,0.85
GK-10671,Mumbai,Kurla,Swiggy,Zepto,Bike,13.0,99,748.99,3954.64,19.12499,72.914932,True,0.81
GK-10672,Delhi,Dwarka,Swiggy,Zepto,Scooter,6.2,38,631.07,3274.2,28.654276,77.269992,True,0.598
GK-10673,Mumbai,Bandra,Zomato,,Bicycle,13.7,84,439.28,2553.12,19.027011,72.882204,False,0.793
GK-10674,Chennai,Tambaram,Zomato,,Scooter,6.7,11,877.07,4440.05,12.920122,80.245666,True,0.91
GK-10675,Delhi,Pitampura,Swiggy,Zepto,Bike,10.0,36,1041.76,6167.7,28.672328,77.150462,False,0.654
GK-10676,Chennai,Chromepet,Zepto,,Bike,13.2,33,751.76,4284.49,13.069067,80.204723,False,0.82
GK-10677,Mumbai,Thane,Swiggy,Zomato,Bike,7.5,35,892.98,5685.61,19.175435,72.89234,False,0.679
GK-10678,Chennai,Tambaram,Zomato,Zepto,Bike,6.2,26,643.87,3871.91,13.079958,80.255316,True,0.666
GK-10679,Chennai,Sholinganallur,Zepto,,Bicycle,9.2,57,676.67,4332.11,13.076876,80.218128,False,0.706
GK-10680,Chennai,Guindy,Swiggy,Zepto,Bicycle,8.0,44,732.7,4036.41,13.140797,80.206676,False,0.531
GK-10681,Delhi,Dwarka,Zepto,Zomato,Bike,10.0,68,553.18,3140.74,28.540481,77.23162,True,0.999
GK-10682,Mumbai,Andheri,Swiggy,Zomato,Bicycle,8.8,9,560.83,3359.11,19.220818,72.873927,True,0.694
GK-10683,Delhi,Dwarka,Zomato,Zepto,Scooter,9.5,45,664.09,4257.32,28.662058,77.112289,True,0.907
GK-10684,Chennai,Sholinganallur,Zomato,Swiggy,Scooter,11.2,29,1066.69,5536.37,13.024521,80.210219,False,0.669
GK-10685,Delhi,Pitampura,Zomato,,Bicycle,9.1,35,618.66,3147.65,28.540665,77.246873,False,0.604
GK-10686,Delhi,Karol Bagh,Zepto,Zomato,Bike,10.4,97,849.38,4935.25,28.644245,77.169096,False,0.902
GK-10687,Mumbai,Borivali,Swiggy,Zomato,Scooter,6.6,7,738.25,4019.39,19.141463,72.938042,False,0.698
GK-10688,Chennai,Sholinganallur,Zomato,,Bicycle,7.1,116,666.75,4088.98,13.028704,80.162092,False,0.97
GK-10689,Chennai,Guindy,Swiggy,,Scooter,10.7,112,527.59,3136.6,13.098532,80.162028,False,0.738
GK-10690,Mumbai,Kurla,Swiggy,Zomato,Bicycle,12.6,34,593.99,3835.04,19.23522,72.836165,True,0.938
GK-10691,Delhi,Nehru Place,Swiggy,Zomato,Bicycle,7.4,39,834.8,4820.49,28.680517,77.108057,False,0.703
GK-10692,Chennai,Adyar,Swiggy,,Scooter,10.6,93,728.01,3664.15,12.994383,80.271451,True,0.975
GK-10693,Delhi,Nehru Place,Zepto,Swiggy,Bicycle,13.9,16,770.9,4007.35,28.521533,77.262877,False,0.64
GK-10694,Mumbai,Dadar,Zepto,Zomato,Bike,9.5,79,510.3,2844.83,19.013641,72.89793,True,0.951
GK-10695,Mumbai,Andheri,Zomato,,Bike,7.7,34,929.39,5798.94,19.110644,72.826287,True,0.91
GK-10696,Delhi,Lajpat Nagar,Zomato,Zepto,Bicycle,10.7,110,871.22,5381.18,28.638672,77.265186,False,0.816
GK-10697,Mumbai,Goregaon,Zomato,Zepto,Scooter,10.8,33,616.1,3639.69,19.103535,72.944533,False,0.771
GK-10698,Chennai,Mylapore,Swiggy,,Bike,7.8,23,865.44,5318.59,12.905452,80.158938,False,0.802
GK-10699,Chennai,T. Nagar,Zomato,Zepto,Scooter,10.2,56,990.3,5607.82,12.918032,80.249978,False,0.54
GK-10700,Chennai,Sholinganallur,Zomato,Swiggy,Scooter,7.3,43,622.42,3589.85,12.966012,80.157673,False,0.699
GK-10701,Delhi,Lajpat Nagar,Swiggy,Zomato,Bike,9.9,107,617.78,3557.51,28.595696,77.267829,False,0.573
GK-10702,Mumbai,Kurla,Zepto,,Bicycle,6.5,9,718.98,4630.01,19.141505,72.934144,True,0.779
GK-10703,Chennai,Guindy,Swiggy,Zomato,Bicycle,6.4,35,589.82,3427.98,12.879402,80.15661,False,0.593
GK-10704,Delhi,Chandni Chowk,Zepto,Swiggy,Bicycle,11.2,42,626.8,3249.91,28.519297,77.133977,True,0.563
GK-10705,Delhi,Rohini,Swiggy,Zepto,Scooter,10.1,75,823.15,4960.69,28.561462,77.171628,True,0.995
GK-10706,Mumbai,Thane,Swiggy,Zomato,Scooter,13.6,17,649.93,3903.25,19.138683,72.829979,False,0.502
GK-10707,Chennai,Velachery,Swiggy,Zomato,Bike,11.1,20,548.16,2760.54,12.973237,80.223447,True,0.708
GK-10708,Chennai,Porur,Zomato,,Bicycle,8.7,86,716.56,3837.46,13.068597,80.197305,True,0.697
GK-10709,Chennai,Chromepet,Zepto,Zomato,Bike,6.8,6,776.11,4517.27,12.903709,80.269627,False,0.839
GK-10710,Chennai,Mylapore,Zepto,Zomato,Bike,9.8,15,565.38,3568.37,13.084728,80.298877,False,0.62
GK-10711,Delhi,Dwarka,Swiggy,Zepto,Bike,12.6,25,503.17,3254.17,28.556164,77.179867,True,0.705
GK-10712,Mumbai,Malad,Zepto,Zomato,Scooter,7.4,7,610.39,3814.28,19.182718,72.874601,True,0.789
GK-10713,Delhi,Chandni Chowk,Swiggy,Zepto,Bike,12.4,120,861.69,4489.39,28.716606,77.111923,True,0.846
GK-10714,Chennai,Anna Nagar,Zomato,Zepto,Bike,9.3,8,368.49,2215.8,13.005884,80.299479,False,0.568
GK-10715,Mumbai,Navi Mumbai,Zepto,Swiggy,Bicycle,9.2,41,865.61,5470.14,19.033252,72.840636,False,0.975
GK-10716,Delhi,Chandni Chowk,Zepto,Zomato,Bike,13.3,15,905.21,5332.29,28.620951,77.183678,True,0.679
GK-10717,Delhi,Chandni Chowk,Swiggy,Zepto,Bike,10.6,86,524.69,3072.29,28.540364,77.194348,True,0.777
GK-10718,Mumbai,Borivali,Zepto,,Bike,7.7,52,880.7,5153.05,19.140973,72.853951,False,0.847
GK-10719,Mumbai,Goregaon,Zomato,,Scooter,12.4,48,606.39,3153.09,19.183756,72.899314,False,0.744
GK-10720,Mumbai,Thane,Zomato,Zepto,Scooter,8.1,27,971.43,5580.24,19.128427,72.857464,False,0.503
GK-10721,Chennai,Guindy,Zepto,Swiggy,Bike,8.3,118,478.86,3070.55,13.070382,80.153592,False,0.792
GK-10722,Delhi,Connaught Place,Zomato,,Scooter,7.4,102,566.32,3274.5,28.65642,77.210106,False,0.704
GK-10723,Mumbai,Borivali,Swiggy,Zomato,Bike,13.2,88,690.72,4051.54,19.049074,72.822933,False,0.931
GK-10724,Chennai,Anna Nagar,Zepto,,Bike,13.1,101,887.96,5201.83,12.978902,80.262479,False,0.957
GK-10725,Chennai,Chromepet,Zomato,Zepto,Bike,7.4,26,758.75,4142.49,12.930639,80.179797,False,0.623
GK-10726,Chennai,Chromepet,Zomato,,Bicycle,10.4,49,466.6,2453.26,13.034626,80.162236,False,0.544
GK-10727,Mumbai,Andheri,Zepto,,Scooter,10.1,76,979.41,6089.77,19.053499,72.856827,True,0.7
GK-10728,Mumbai,Dadar,Zepto,Swiggy,Scooter,6.1,73,900.54,4710.43,19.199664,72.941258,True,0.51
