claim_id,worker_id,city,zone,date,claim_type,inactive_hours,payout_amount,rainfall_mm,aqi,temperature_c,gps_consistent,activity_coherent,timing_correlated,device_clean,confidence_score,is_legitimate,status
CLM-100391,GK-10017,Chennai,Guindy,2025-11-04,Severe AQI,6.3,314.72,37.8,115,32.9,True,True,True,True,100,True,approved
CLM-100392,GK-10253,Mumbai,Andheri,2025-12-28,Severe AQI,7.2,475.53,31.0,20,25.3,True,True,True,True,100,True,approved
CLM-100393,GK-10170,Chennai,T. Nagar,2026-02-24,Flooding,9.6,557.12,0.0,151,28.3,False,False,False,False,32,False,rejected
CLM-100394,GK-10345,Delhi,Rohini,2026-01-29,Severe AQI,8.0,325.0,0.0,387,34.1,True,True,True,True,100,True,approved
CLM-100395,GK-10371,Delhi,Rohini,2026-01-27,Severe AQI,9.5,342.2,0.0,321,40.8,True,True,True,True,100,True,approved
CLM-100396,GK-10260,Delhi,Nehru Place,2025-11-25,Severe AQI,3.3,172.13,0.0,500,29.7,True,True,True,True,100,True,approved
CLM-100397,GK-10442,Delhi,Janakpuri,2025-11-26,Severe AQI,4.1,169.84,0.0,409,30.1,True,True,True,True,100,True,approved
CLM-100398,GK-10047,Chennai,Porur,2025-10-08,Heavy Rainfall,9.8,580.86,0.0,114,26.8,False,True,False,True,45,False,rejected
CLM-100399,GK-10402,Chennai,Chromepet,2025-12-20,Flooding,8.1,588.47,39.0,77,23.5,True,False,True,True,84,True,approved
CLM-100400,GK-10178,Mumbai,Kurla,2025-12-28,Extreme Heat,9.4,634.06,31.0,20,25.3,True,True,True,True,100,True,approved
CLM-100401,GK-10102,Chennai,Mylapore,2025-11-04,Flooding,4.7,286.98,60.0,20,33.1,True,False,True,True,83,True,approved
CLM-100402,GK-10108,Chennai,Tambaram,2025-12-24,Severe AQI,7.1,546.37,0.0,387,31.5,False,False,False,True,58,False,review
CLM-100403,GK-10039,Chennai,Guindy,2025-11-14,Civic Disruption,9.4,409.6,8.6,106,34.5,False,False,False,True,39,False,rejected
CLM-100404,GK-10093,Delhi,Pitampura,2026-03-12,Heavy Rainfall,9.6,640.32,0.0,83,32.4,False,False,False,False,21,False,rejected
CLM-100405,GK-10158,Chennai,Anna Nagar,2025-10-20,Civic Disruption,9.8,278.16,32.4,102,30.3,True,True,True,True,100,True,approved
CLM-100406,GK-10210,Mumbai,Thane,2025-12-28,Flooding,6.3,349.22,31.0,20,25.3,True,True,True,True,100,True,approved
CLM-100407,GK-10152,Mumbai,Goregaon,2025-12-28,Civic Disruption,8.2,292.02,31.0,20,25.3,True,True,True,True,100,True,approved
CLM-100408,GK-10478,Delhi,Janakpuri,2026-01-04,Civic Disruption,9.4,712.89,0.0,347,25.1,True,True,True,True,100,True,approved
CLM-100409,GK-10127,Delhi,Lajpat Nagar,2026-03-16,Extreme Heat,8.7,469.74,0.0,239,43.8,True,True,True,True,100,True,approved
CLM-100410,GK-10031,Chennai,Guindy,2025-10-20,Flooding,9.1,375.91,47.3,101,37.4,True,True,False,True,86,True,approved
CLM-100411,GK-10396,Chennai,Guindy,2025-10-20,Flooding,5.1,256.89,47.3,101,37.4,True,False,True,True,82,True,approved
CLM-100412,GK-10358,Mumbai,Bandra,2025-12-28,Heavy Rainfall,5.2,209.14,31.0,20,25.3,True,True,True,True,100,True,approved
CLM-100413,GK-10472,Chennai,Tambaram,2025-12-04,Severe AQI,6.2,288.91,33.4,168,31.7,True,True,True,True,100,True,approved
CLM-100414,GK-10312,Chennai,Chromepet,2025-12-20,Flooding,6.6,240.4,39.0,77,23.5,True,True,True,True,100,True,approved
CLM-100415,GK-10189,Mumbai,Powai,2025-12-16,Severe AQI,9.2,305.2,0.0,399,28.9,True,False,True,False,76,False,review
CLM-100416,GK-10329,Chennai,Velachery,2025-11-19,Flooding,9.6,666.34,41.6,148,29.2,True,True,True,True,100,True,approved
CLM-100417,GK-10059,Mumbai,Borivali,2025-12-28,Flooding,8.3,625.59,31.0,20,25.3,True,True,True,True,100,True,approved
CLM-100418,GK-10356,Mumbai,Malad,2025-12-28,Heavy Rainfall,7.1,507.37,31.0,20,25.3,True,True,True,True,100,True,approved
CLM-100419,GK-10132,Delhi,Karol Bagh,2025-12-04,Severe AQI,8.4,595.03,0.0,386,40.4,True,True,True,True,100,True,approved
CLM-100420,GK-10409,Delhi,Janakpuri,2026-01-22,Severe AQI,9.5,554.53,0.0,398,24.1,True,True,True,True,100,False,approved
CLM-100421,GK-10257,Mumbai,Bandra,2025-12-28,Extreme Heat,3.2,107.18,31.0,20,25.3,True,True,True,True,100,True,approved
CLM-100422,GK-10440,Delhi,Janakpuri,2026-01-05,Severe AQI,5.7,297.39,0.0,444,21.1,True,True,True,True,100,True,approved
CLM-100423,GK-10482,Delhi,Connaught Place,2025-10-22,Extreme Heat,6.7,313.16,0.0,92,43.9,True,True,True,True,100,True,approved
CLM-100424,GK-10313,Mumbai,Thane,2025-12-28,Extreme Heat,3.5,207.2,31.0,20,25.3,True,True,True,True,100,True,approved
CLM-100425,GK-10309,Delhi,Lajpat Nagar,2025-12-17,Severe AQI,3.1,169.29,0.0,390,35.5,True,True,True,True,100,True,approved
CLM-100426,GK-10484,Mumbai,Bandra,2026-01-05,Civic Disruption,9.9,533.88,0.0,164,23.8,False,True,False,False,44,False,rejected
CLM-100427,GK-10331,Mumbai,Dadar,2025-12-28,Severe AQI,9.5,318.91,31.0,20,25.3,True,True,True,True,100,True,approved
CLM-100428,GK-10207,Delhi,Connaught Place,2025-12-19,Severe AQI,3.4,189.21,0.0,500,15.9,True,False,False,False,61,False,review
CLM-100429,GK-10202,Mumbai,Malad,2025-12-28,Civic Disruption,5.1,394.48,31.0,20,25.3,True,True,True,True,100,True,approved
CLM-100430,GK-10075,Delhi,Janakpuri,2025-12-21,Severe AQI,3.4,123.92,0.0,384,22.6,True,True,True,True,100,True,approved
CLM-100431,GK-10499,Mumbai,Goregaon,2025-12-28,Extreme Heat,9.2,724.27,31.0,20,25.3,True,False,True,True,88,True,approved
CLM-100432,GK-10297,Mumbai,Malad,2026-03-01,Civic Disruption,8.0,288.98,0.0,146,31.8,True,True,False,False,63,False,review
CLM-100433,GK-10314,Mumbai,Borivali,2025-12-28,Civic Disruption,3.7,168.65,31.0,20,25.3,True,True,True,True,100,True,approved
CLM-100434,GK-10024,Mumbai,Dadar,2026-02-07,Flooding,8.5,717.4,0.0,118,27.6,False,False,False,True,40,False,rejected
CLM-100435,GK-10002,Mumbai,Bandra,2025-12-28,Heavy Rainfall,9.6,550.4,31.0,20,25.3,True,True,True,False,93,True,approved
CLM-100436,GK-10468,Chennai,Anna Nagar,2025-10-05,Heavy Rainfall,5.1,203.5,50.1,187,33.1,True,True,True,True,100,True,approved
CLM-100437,GK-10093,Delhi,Pitampura,2025-12-20,Severe AQI,6.1,406.87,0.0,379,18.1,True,True,True,True,100,True,approved
CLM-100438,GK-10263,Chennai,T. Nagar,2025-11-08,Severe AQI,4.2,200.17,33.9,162,32.5,True,True,True,True,100,True,approved
CLM-100439,GK-10034,Chennai,Tambaram,2025-11-26,Civic Disruption,6.9,398.2,37.7,180,32.1,True,True,False,True,90,True,approved
CLM-100440,GK-10224,Mumbai,Kurla,2025-12-28,Heavy Rainfall,8.4,666.18,31.0,20,25.3,True,True,True,True,100,True,approved
CLM-100441,GK-10125,Delhi,Rohini,2026-01-13,Severe AQI,8.1,323.5,0.0,335,26.8,True,True,True,True,100,True,approved
CLM-100442,GK-10073,Delhi,Connaught Place,2025-11-05,Heavy Rainfall,5.8,391.56,0.0,333,42.0,True,True,True,True,100,True,approved
CLM-100443,GK-10306,Chennai,Tambaram,2025-11-26,Severe AQI,4.2,307.62,37.7,180,32.1,True,True,True,True,100,True,approved
CLM-100444,GK-10367,Mumbai,Powai,2025-12-28,Extreme Heat,9.3,619.58,31.0,20,25.3,True,True,True,True,100,True,approved
CLM-100445,GK-10392,Chennai,Guindy,2025-11-04,Heavy Rainfall,9.4,349.58,37.8,115,32.9,True,True,True,True,100,True,approved
CLM-100446,GK-10095,Delhi,Lajpat Nagar,2026-01-22,Severe AQI,6.9,504.64,0.0,490,25.8,True,True,True,True,100,True,approved
CLM-100447,GK-10477,Mumbai,Borivali,2025-12-28,Extreme Heat,3.4,254.24,31.0,20,25.3,True,True,True,True,100,True,approved
CLM-100448,GK-10021,Mumbai,Thane,2025-11-25,Civic Disruption,7.5,441.68,0.0,219,41.5,True,False,False,True,52,False,review
CLM-100449,GK-10407,Chennai,Guindy,2025-11-04,Extreme Heat,4.5,105.41,37.8,115,32.9,True,True,True,True,100,True,approved
CLM-100450,GK-10344,Chennai,Guindy,2025-11-04,Severe AQI,6.7,246.61,37.8,115,32.9,True,True,True,True,100,True,approved
CLM-100451,GK-10373,Chennai,Velachery,2025-11-19,Heavy Rainfall,7.7,363.99,41.6,148,29.2,False,False,False,True,61,True,review
CLM-100452,GK-10123,Mumbai,Thane,2025-12-28,Civic Disruption,8.4,261.19,31.0,20,25.3,True,True,True,True,100,True,approved
CLM-100453,GK-10128,Mumbai,Andheri,2025-12-28,Severe AQI,3.2,160.5,31.0,20,25.3,True,True,True,True,100,True,approved
CLM-100454,GK-10329,Chennai,Velachery,2025-11-19,Heavy Rainfall,5.6,388.7,41.6,148,29.2,True,True,True,True,100,True,approved
CLM-100455,GK-10444,Delhi,Karol Bagh,2025-12-02,Severe AQI,6.3,227.64,0.0,395,34.5,True,True,True,True,100,True,approved
CLM-100456,GK-10112,Mumbai,Kurla,2026-02-07,Flooding,3.8,175.02,0.0,63,24.8,False,False,False,False,27,False,rejected
CLM-100457,GK-10393,Mumbai,Thane,2025-12-28,Extreme Heat,7.6,705.04,31.0,20,25.3,True,True,True,True,100,True,approved
CLM-100458,GK-10305,Chennai,T. Nagar,2025-12-06,Heavy Rainfall,9.1,382.24,43.7,104,27.8,True,True,True,True,100,True,approved
CLM-100459,GK-10059,Mumbai,Borivali,2025-12-28,Flooding,4.6,346.71,31.0,20,25.3,True,True,False,True,87,True,approved
CLM-100460,GK-10186,Delhi,Nehru Place,2026-03-01,Flooding,8.3,607.06,0.0,82,32.1,True,True,True,False,77,False,review
CLM-100461,GK-10129,Mumbai,Andheri,2025-11-27,Extreme Heat,3.9,197.5,0.0,115,34.9,True,False,False,True,56,False,review
CLM-100462,GK-10293,Delhi,Chandni Chowk,2026-03-24,Extreme Heat,5.1,397.99,0.0,77,46.0,True,False,True,True,84,True,approved
CLM-100463,GK-10298,Chennai,Porur,2026-03-08,Flooding,4.9,373.4,0.0,83,33.5,False,False,False,False,25,False,rejected
CLM-100464,GK-10229,Chennai,Anna Nagar,2025-12-31,Flooding,6.3,613.76,41.6,64,23.1,True,True,True,True,100,True,approved
CLM-100465,GK-10006,Chennai,T. Nagar,2025-10-29,Civic Disruption,3.9,129.8,38.2,155,31.4,True,True,True,True,100,True,approved
CLM-100466,GK-10031,Chennai,Guindy,2025-10-20,Heavy Rainfall,4.2,173.5,47.3,101,37.4,True,True,False,True,89,True,approved
CLM-100467,GK-10298,Chennai,Porur,2025-12-08,Flooding,6.6,502.95,76.1,122,29.3,True,True,True,False,92,True,approved
CLM-100468,GK-10175,Mumbai,Borivali,2025-12-28,Extreme Heat,5.9,333.73,31.0,20,25.3,True,True,True,True,100,True,approved
CLM-100469,GK-10426,Mumbai,Thane,2025-12-28,Extreme Heat,7.3,369.84,31.0,20,25.3,True,True,True,True,100,True,approved
CLM-100470,GK-10411,Chennai,Adyar,2025-10-10,Heavy Rainfall,4.6,237.03,49.0,53,31.1,True,True,True,True,100,True,approved
CLM-100471,GK-10185,Delhi,Karol Bagh,2025-11-12,Severe AQI,7.5,787.29,0.0,366,32.5,True,True,True,True,100,True,approved
CLM-100472,GK-10257,Mumbai,Bandra,2025-11-30,Severe AQI,6.5,217.71,0.0,406,22.3,False,True,False,False,63,False,review
CLM-100473,GK-10246,Chennai,Guindy,2026-01-31,Civic Disruption,3.3,142.96,0.0,133,25.4,False,False,True,True,40,False,rejected
CLM-100474,GK-10334,Mumbai,Kurla,2025-10-28,Flooding,5.7,223.32,15.8,126,33.5,True,False,False,False,38,False,rejected
CLM-100475,GK-10142,Mumbai,Thane,2025-12-28,Extreme Heat,6.0,507.76,31.0,20,25.3,True,True,True,True,100,True,approved
CLM-100476,GK-10214,Chennai,Adyar,2025-11-19,Flooding,7.2,659.52,46.2,178,31.3,True,True,True,True,100,True,approved
CLM-100477,GK-10071,Delhi,Saket,2025-12-06,Severe AQI,8.4,542.84,1.2,380,26.6,True,True,True,True,100,True,approved
CLM-100478,GK-10013,Delhi,Karol Bagh,2025-12-26,Heavy Rainfall,8.1,529.04,0.0,327,35.2,True,True,True,True,100,True,approved
CLM-100479,GK-10221,Mumbai,Kurla,2025-12-28,Flooding,8.7,552.82,31.0,20,25.3,True,True,True,True,100,True,approved
CLM-100480,GK-10053,Chennai,Porur,2025-11-16,Heavy Rainfall,4.7,465.64,33.3,175,31.2,False,True,True,True,79,True,review
CLM-100481,GK-10498,Delhi,Saket,2026-01-08,Severe AQI,8.0,221.26,0.0,438,20.4,True,True,True,True,100,True,approved
CLM-100482,GK-10099,Delhi,Nehru Place,2025-11-01,Severe AQI,7.6,326.16,0.0,385,31.5,True,True,True,True,100,True,approved
CLM-100483,GK-10328,Chennai,Guindy,2025-10-11,Extreme Heat,6.5,394.38,0.0,63,35.5,False,False,False,True,43,False,rejected
CLM-100484,GK-10204,Delhi,Nehru Place,2025-11-17,Severe AQI,7.3,685.84,0.0,437,32.5,True,True,False,True,88,True,approved
CLM-100485,GK-10094,Delhi,Janakpuri,2025-12-13,Severe AQI,8.0,427.85,0.0,497,33.3,True,True,True,True,100,True,approved
CLM-100486,GK-10250,Mumbai,Navi Mumbai,2026-01-03,Heavy Rainfall,5.1,275.67,0.0,171,29.1,False,False,True,False,45,False,rejected
CLM-100487,GK-10276,Delhi,Saket,2025-12-23,Severe AQI,7.6,324.91,0.0,458,34.8,True,True,True,True,100,True,approved
CLM-100488,GK-10075,Delhi,Janakpuri,2025-11-30,Severe AQI,8.7,317.09,0.2,407,25.7,True,True,True,True,100,True,approved
CLM-100489,GK-10276,Delhi,Saket,2025-11-19,Extreme Heat,7.3,312.09,0.0,345,42.8,True,True,True,True,100,True,approved
CLM-100490,GK-10143,Mumbai,Navi Mumbai,2025-12-28,Extreme Heat,4.4,226.52,31.0,20,25.3,True,True,True,True,100,True,approved
CLM-100491,GK-10120,Mumbai,Thane,2025-12-28,Heavy Rainfall,3.7,110.47,31.0,20,25.3,True,True,True,True,100,True,approved
CLM-100492,GK-10142,Mumbai,Thane,2025-12-28,Heavy Rainfall,3.1,262.34,31.0,20,25.3,True,True,True,True,100,True,approved
CLM-100493,GK-10321,Delhi,Lajpat Nagar,2025-12-28,Severe AQI,3.4,135.01,0.0,500,22.9,True,True,True,True,100,True,approved
CLM-100494,GK-10217,Delhi,Pitampura,2025-12-28,Severe AQI,6.0,379.62,0.0,396,31.5,True,True,True,True,100,True,approved
CLM-100495,GK-10274,Delhi,Connaught Place,2026-01-31,Severe AQI,9.2,533.71,0.0,491,26.3,True,True,True,True,100,True,approved
CLM-100496,GK-10431,Mumbai,Andheri,2026-01-15,Heavy Rainfall,9.5,352.96,0.0,104,22.8,False,False,False,False,24,False,rejected
CLM-100497,GK-10281,Chennai,T. Nagar,2025-10-29,Severe AQI,7.8,234.34,38.2,155,31.4,True,True,True,True,100,True,approved
CLM-100498,GK-10050,Mumbai,Bandra,2025-12-28,Extreme Heat,7.3,481.52,31.0,20,25.3,True,True,True,True,100,True,approved
CLM-100499,GK-10046,Mumbai,Andheri,2025-12-28,Heavy Rainfall,5.8,180.7,31.0,20,25.3,True,True,True,True,100,True,approved
CLM-100500,GK-10344,Chennai,Guindy,2025-11-04,Flooding,5.4,198.76,37.8,115,32.9,True,True,True,True,100,True,approved
CLM-100501,GK-10272,Chennai,Sholinganallur,2025-10-13,Flooding,3.9,154.67,61.2,99,32.1,True,True,True,True,100,True,approved
CLM-100502,GK-10455,Delhi,Connaught Place,2025-11-25,Severe AQI,5.7,386.55,0.0,487,22.3,True,True,False,True,89,True,approved
CLM-100503,GK-10462,Delhi,Rohini,2026-01-15,Civic Disruption,9.0,538.54,0.0,318,32.5,True,True,False,True,88,True,approved
CLM-100504,GK-10233,Delhi,Lajpat Nagar,2025-11-16,Severe AQI,3.1,136.37,0.0,467,33.7,True,True,True,True,100,True,approved
CLM-100505,GK-10129,Mumbai,Andheri,2025-12-28,Flooding,7.2,364.61,31.0,20,25.3,True,True,True,True,100,True,approved
CLM-100506,GK-10089,Mumbai,Malad,2025-12-28,Heavy Rainfall,7.5,345.98,31.0,20,25.3,True,True,True,True,100,True,approved
CLM-100507,GK-10405,Chennai,Porur,2025-12-27,Flooding,5.9,275.57,57.4,83,23.6,True,True,True,True,100,True,approved
CLM-100508,GK-10354,Delhi,Dwarka,2025-12-20,Severe AQI,8.6,381.7,0.0,365,36.8,True,True,True,True,100,True,approved
CLM-100509,GK-10404,Mumbai,Thane,2025-12-28,Extreme Heat,8.0,365.77,31.0,20,25.3,True,True,True,True,100,True,approved
CLM-100510,GK-10224,Mumbai,Kurla,2025-12-28,Civic Disruption,6.3,499.63,31.0,20,25.3,True,True,True,True,100,True,approved
CLM-100511,GK-10113,Delhi,Nehru Place,2026-01-05,Severe AQI,7.2,257.6,2.8,460,36.5,True,True,True,False,91,True,approved
CLM-100512,GK-10368,Chennai,Porur,2025-12-02,Flooding,7.2,377.55,0.0,138,19.2,False,False,False,True,28,False,rejected
CLM-100513,GK-10019,Mumbai,Goregaon,2025-12-16,Severe AQI,7.1,421.6,0.0,456,26.6,True,False,False,False,67,False,review
CLM-100514,GK-10095,Delhi,Lajpat Nagar,2025-12-08,Severe AQI,7.0,511.95,0.0,390,19.8,True,True,True,True,100,True,approved
CLM-100515,GK-10063,Mumbai,Kurla,2025-12-28,Extreme Heat,5.9,200.91,31.0,20,25.3,True,True,True,True,100,True,approved
CLM-100516,GK-10433,Delhi,Rohini,2025-12-21,Severe AQI,5.7,279.62,0.0,467,29.7,True,True,True,True,100,True,approved
CLM-100517,GK-10051,Chennai,Velachery,2025-11-25,Extreme Heat,8.0,454.32,35.0,93,36.2,True,True,True,True,100,True,approved
CLM-100518,GK-10180,Delhi,Karol Bagh,2025-12-16,Severe AQI,10.0,647.59,0.0,87,22.2,True,False,False,True,49,False,rejected
CLM-100519,GK-10160,Mumbai,Kurla,2025-12-28,Heavy Rainfall,4.6,118.88,31.0,20,25.3,True,True,True,True,100,True,approved
CLM-100520,GK-10438,Mumbai,Dadar,2025-12-28,Heavy Rainfall,8.7,246.17,31.0,20,25.3,True,True,True,True,100,True,approved
CLM-100521,GK-10441,Mumbai,Kurla,2025-11-05,Extreme Heat,4.1,170.34,0.0,199,34.0,False,False,False,False,31,False,rejected
CLM-100522,GK-10124,Mumbai,Andheri,2025-10-01,Civic Disruption,3.2,285.78,0.0,114,28.1,False,False,True,True,43,False,rejected
CLM-100523,GK-10469,Chennai,Velachery,2025-11-25,Heavy Rainfall,6.5,368.93,35.0,93,36.2,True,True,True,True,100,True,approved
CLM-100524,GK-10050,Mumbai,Bandra,2025-12-28,Civic Disruption,3.6,237.46,31.0,20,25.3,True,False,True,True,85,True,approved
CLM-100525,GK-10430,Mumbai,Bandra,2025-12-28,Heavy Rainfall,3.3,169.07,31.0,20,25.3,True,False,True,True,83,True,approved
CLM-100526,GK-10263,Chennai,T. Nagar,2025-11-03,Heavy Rainfall,8.6,409.87,47.9,160,30.0,True,True,False,True,89,True,approved
CLM-100527,GK-10381,Mumbai,Bandra,2025-12-28,Flooding,5.2,188.65,31.0,20,25.3,True,True,True,True,100,True,approved
CLM-100528,GK-10217,Delhi,Pitampura,2025-12-18,Flooding,9.2,582.08,0.0,322,20.3,True,True,True,True,100,True,approved
CLM-100529,GK-10000,Mumbai,Bandra,2025-12-28,Civic Disruption,9.5,393.99,31.0,20,25.3,True,False,False,True,74,True,review
CLM-100530,GK-10401,Mumbai,Goregaon,2025-12-28,Civic Disruption,5.7,346.29,31.0,20,25.3,True,True,True,True,100,True,approved
CLM-100531,GK-10074,Delhi,Rohini,2026-01-13,Extreme Heat,3.1,139.95,0.4,147,26.6,True,False,False,False,48,False,rejected
CLM-100532,GK-10002,Mumbai,Bandra,2025-12-28,Severe AQI,8.0,458.67,31.0,20,25.3,True,True,True,True,100,True,approved
CLM-100533,GK-10286,Mumbai,Andheri,2025-12-28,Civic Disruption,7.5,285.64,31.0,20,25.3,True,True,True,True,100,True,approved
CLM-100534,GK-10495,Chennai,Tambaram,2025-12-24,Civic Disruption,8.7,482.67,0.0,20,29.2,False,False,True,True,48,False,rejected
CLM-100535,GK-10022,Delhi,Pitampura,2026-01-03,Extreme Heat,9.8,375.65,0.0,71,24.5,True,True,False,True,72,False,review
CLM-100536,GK-10142,Mumbai,Thane,2025-12-28,Flooding,6.9,583.92,31.0,20,25.3,True,True,True,True,100,True,approved
CLM-100537,GK-10331,Mumbai,Dadar,2025-12-28,Extreme Heat,7.2,241.7,31.0,20,25.3,True,True,True,True,100,True,approved
CLM-100538,GK-10042,Mumbai,Borivali,2025-10-31,Severe AQI,7.1,391.49,0.0,107,25.1,True,False,True,True,59,False,review
CLM-100539,GK-10080,Mumbai,Dadar,2025-12-28,Civic Disruption,3.1,77.28,31.0,20,25.3,True,True,True,True,100,True,approved
CLM-100540,GK-10454,Delhi,Nehru Place,2025-11-23,Severe AQI,4.9,180.15,0.0,500,25.3,True,True,True,True,100,True,approved
CLM-100541,GK-10162,Delhi,Nehru Place,2025-12-06,Extreme Heat,5.4,398.73,0.0,57,30.1,False,False,False,False,24,False,rejected
CLM-100542,GK-10093,Delhi,Pitampura,2025-11-03,Severe AQI,6.9,460.23,0.0,416,44.5,True,True,True,True,100,True,approved
CLM-100543,GK-10084,Delhi,Karol Bagh,2025-12-01,Severe AQI,7.9,406.55,0.0,384,31.1,True,True,True,True,100,True,approved
CLM-100544,GK-10021,Mumbai,Thane,2025-12-28,Extreme Heat,9.9,583.02,31.0,20,25.3,True,True,True,True,100,True,approved
CLM-100545,GK-10237,Mumbai,Kurla,2025-12-10,Heavy Rainfall,5.8,301.44,0.0,321,32.0,True,True,False,True,90,False,approved
CLM-100546,GK-10352,Delhi,Connaught Place,2026-01-14,Severe AQI,6.2,307.83,0.0,356,39.9,True,True,True,True,100,True,approved
CLM-100547,GK-10018,Delhi,Chandni Chowk,2025-11-26,Severe AQI,9.4,380.67,0.0,316,35.0,True,True,False,True,91,True,approved
CLM-100548,GK-10257,Mumbai,Bandra,2025-12-28,Severe AQI,5.0,167.47,31.0,20,25.3,True,True,True,True,100,True,approved
CLM-100549,GK-10390,Chennai,Velachery,2025-10-18,Heavy Rainfall,6.3,278.09,63.2,82,36.5,True,True,True,True,100,True,approved
CLM-100550,GK-10288,Delhi,Saket,2026-01-19,Flooding,3.4,209.02,0.0,316,33.3,True,True,True,True,100,True,approved
CLM-100551,GK-10257,Mumbai,Bandra,2025-12-28,Flooding,6.1,204.31,31.0,20,25.3,True,True,True,True,100,True,approved
CLM-100552,GK-10190,Delhi,Pitampura,2026-01-11,Severe AQI,6.1,328.16,0.0,500,27.5,True,True,False,True,91,True,approved
CLM-100553,GK-10058,Mumbai,Bandra,2025-12-28,Extreme Heat,3.2,185.44,31.0,20,25.3,True,True,True,True,100,True,approved
CLM-100554,GK-10273,Delhi,Dwarka,2025-11-19,Severe AQI,9.0,656.03,4.8,459,22.4,True,True,True,True,100,True,approved
CLM-100555,GK-10052,Delhi,Saket,2025-11-05,Severe AQI,9.0,303.48,0.0,420,32.7,True,True,True,True,100,True,approved
CLM-100556,GK-10221,Mumbai,Kurla,2025-12-28,Extreme Heat,9.5,603.66,31.0,20,25.3,True,True,True,True,100,True,approved
CLM-100557,GK-10060,Mumbai,Navi Mumbai,2025-12-28,Extreme Heat,9.7,856.72,31.0,20,25.3,True,True,True,True,100,True,approved
CLM-100558,GK-10251,Chennai,Chromepet,2025-10-16,Flooding,5.5,303.66,44.1,112,37.3,True,True,True,True,100,True,approved
CLM-100559,GK-10297,Mumbai,Malad,2025-12-28,Civic Disruption,5.9,213.12,31.0,20,25.3,True,True,True,True,100,True,approved
CLM-100560,GK-10268,Delhi,Chandni Chowk,2025-10-02,Extreme Heat,4.4,156.24,0.0,20,44.3,True,True,True,True,100,True,approved
CLM-100561,GK-10053,Chennai,Porur,2025-11-28,Severe AQI,8.4,832.2,39.8,110,31.9,True,False,True,True,88,True,approved
CLM-100562,GK-10237,Mumbai,Kurla,2025-12-28,Civic Disruption,3.3,171.51,31.0,20,25.3,True,True,True,True,100,True,approved
CLM-100563,GK-10020,Mumbai,Powai,2025-10-28,Civic Disruption,9.4,751.69,15.8,126,33.5,True,False,False,True,54,False,review
CLM-100564,GK-10278,Mumbai,Navi Mumbai,2026-02-02,Extreme Heat,3.8,172.88,0.0,112,32.1,False,True,False,True,51,False,review
CLM-100565,GK-10234,Chennai,T. Nagar,2025-11-29,Severe AQI,9.3,395.61,30.3,159,31.0,True,True,True,True,100,True,approved
CLM-100566,GK-10352,Delhi,Connaught Place,2025-12-09,Severe AQI,5.3,263.14,0.0,476,16.3,True,True,True,True,100,True,approved
CLM-100567,GK-10166,Mumbai,Navi Mumbai,2025-12-28,Extreme Heat,3.2,216.23,31.0,20,25.3,True,True,True,True,100,True,approved
CLM-100568,GK-10005,Delhi,Saket,2025-11-09,Flooding,5.6,218.81,0.0,346,27.8,True,True,True,True,100,True,approved
CLM-100569,GK-10128,Mumbai,Andheri,2025-12-28,Severe AQI,7.3,366.15,31.0,20,25.3,True,True,True,True,100,True,approved
CLM-100570,GK-10021,Mumbai,Thane,2026-03-17,Civic Disruption,9.0,530.02,0.0,132,36.4,False,True,False,False,41,False,rejected
CLM-100571,GK-10428,Delhi,Janakpuri,2025-11-04,Severe AQI,8.0,325.77,0.0,447,29.4,True,True,True,True,100,True,approved
CLM-100572,GK-10020,Mumbai,Powai,2025-12-28,Heavy Rainfall,5.2,415.83,31.0,20,25.3,True,True,True,True,100,True,approved
CLM-100573,GK-10208,Mumbai,Dadar,2025-12-28,Extreme Heat,3.8,403.9,31.0,20,25.3,True,True,True,True,100,True,approved
CLM-100574,GK-10484,Mumbai,Bandra,2025-12-28,Flooding,6.7,361.31,31.0,20,25.3,True,False,True,True,87,True,approved
CLM-100575,GK-10005,Delhi,Saket,2026-01-02,Severe AQI,6.4,250.07,0.0,357,29.9,True,True,True,True,100,True,approved
CLM-100576,GK-10402,Chennai,Chromepet,2025-12-20,Flooding,6.1,443.17,39.0,77,23.5,True,True,True,True,100,True,approved
CLM-100577,GK-10252,Mumbai,Borivali,2025-12-28,Flooding,6.1,608.61,31.0,20,25.3,True,True,True,True,100,True,approved
CLM-100578,GK-10073,Delhi,Connaught Place,2026-01-13,Severe AQI,7.3,492.83,0.0,353,28.2,True,True,True,True,100,True,approved
CLM-100579,GK-10061,Mumbai,Navi Mumbai,2026-01-30,Civic Disruption,6.7,254.84,0.0,90,26.0,False,False,False,False,28,False,rejected
CLM-100580,GK-10298,Chennai,Porur,2025-12-27,Heavy Rainfall,7.1,541.05,57.4,83,23.6,True,True,True,True,100,True,approved
CLM-100581,GK-10314,Mumbai,Borivali,2025-12-28,Severe AQI,7.2,328.19,31.0,20,25.3,True,True,True,True,100,True,approved
CLM-100582,GK-10256,Chennai,Anna Nagar,2025-12-14,Flooding,9.7,484.24,95.8,84,23.6,True,True,True,True,100,True,approved
CLM-100583,GK-10306,Chennai,Tambaram,2025-10-26,Flooding,6.4,468.76,37.5,100,31.9,True,True,True,True,100,True,approved
CLM-100584,GK-10312,Chennai,Chromepet,2025-10-29,Extreme Heat,8.7,316.89,30.9,221,32.2,True,True,True,True,100,True,approved
